x_acceleration_linear, y_acceleration_linear, z_acceleration_linear, x_velocity_linear, y_velocity_linear, z_velocity_linear, x_position_linear, y_position_linear, z_position_linear, 
-0.0056,-0.0248,0.0072,-0.00610352,-0.00610352,0,0,0,0,
-0.0072,-0.0248,0.0088,-0.00610352,-0.00610352,0,0,0,0,
-0.0048,-0.0224,0.012,-0.00610352,-0.00610352,0,0,0,0,
-0.0032,-0.0216,0.0144,-0.00610352,-0.00610352,0,0,0,0,
-0.004,-0.0208,0.0168,-0.00610352,-0.00610352,0,0,0,0,
-0.0008,-0.0216,0.0216,-0.00610352,-0.00610352,0,0,0,0,
0.0016,-0.02,0.0248,0,-0.00610352,0,0,0,0,
0.0016,-0.0208,0.0264,0,-0.00610352,0,0,0,0,
0.004,-0.0192,0.0272,0,-0.00610352,0,0,0,0,
0.004,-0.0168,0.0296,0,-0.00610352,0,0,0,0,
0.0072,-0.0152,0.032,0,-0.00610352,0,0,0,0,
0.008,-0.0184,0.0304,0,-0.00610352,0,0,0,0,
0.0064,-0.0176,0.0296,0,-0.00610352,0,0,0,0,
0.008,-0.0176,0.0312,0,-0.00610352,0,0,0,0,
0.0056,-0.0152,0.0312,0,-0.00610352,0,0,0,0,
0.0056,-0.016,0.0264,0,-0.00610352,0,0,0,0,
0.0048,-0.016,0.0256,0,-0.00610352,0,0,0,0,
0.008,-0.0144,0.0296,0,-0.00610352,0,0,0,0,
0.0064,-0.012,0.0288,0,-0.00610352,0,0,0,0,
0.008,-0.0144,0.0296,0,-0.00610352,0,0,0,0,
0.0112,-0.008,0.0296,0,-0.00610352,0,0,0,0,
0.0096,-0.0048,0.0304,0,-0.00610352,0,0,0,0,
0.0128,-0.0008,0.0312,0,-0.00610352,0,0,0,0,
0.0136,0.0016,0.0336,0,0,0,0,0,0,
0.0192,0.0032,0.0352,0,0,0,0,0,0,
0.0192,0.004,0.0344,0,0,0,0,0,0,
0.0192,0.0072,0.0328,0,0,0,0,0,0,
0.0208,0.0112,0.0296,0,0,0,0,0,0,
0.0168,0.0144,0.0296,0,0,0,0,0,0,
0.0184,0.0152,0.0288,0,0,0,0,0,0,
0.0152,0.016,0.0256,0,0,0,0,0,0,
0.0168,0.0168,0.0224,0,0,0,0,0,0,
0.0152,0.0168,0.0176,0,0,0,0,0,0,
0.0128,0.0208,0.0184,0,0,0,0,0,0,
0.0088,0.0184,0.0128,0,0,0,0,0,0,
0.0088,0.0216,0.0096,0,0,0,0,0,0,
0.012,0.0264,0.0088,0,0,0,0,0,0,
0.0104,0.0272,0.0104,0,0,0,0,0,0,
0.012,0.0256,0.004,0,0,0,0,0,0,
0.0104,0.0288,0.0064,0,0,0,0,0,0,
0.0104,0.032,0.008,0,0,0,0,0,0,
0.0096,0.0344,0.0056,0,0,0,0,0,0,
0.0056,0.0352,0.0032,0,0,0,0,0,0,
0.0032,0.0376,0.0032,0,0,0,0,0,0,
0.0104,0.04,-0.004,0,0,0,0,0,0,
0.0496,0.0536,-0.0368,0,0,-0.00610352,0,0,0,
0.06,0.0648,-0.0992,0,0,-0.00610352,0,0,0,
0.0472,0.0648,-0.1752,0,0,-0.00610352,0,0,0,
0.0544,0.0736,-0.2224,0,0,-0.00610352,0,0,0,
0.0632,0.0752,-0.2464,0,0,-0.00610352,0,0,0,
0.0504,0.0688,-0.2848,0,0,-0.00610352,0,0,0,
0.0288,0.0624,-0.2944,0,0,-0.00610352,0,0,0,
-0.0048,0.0504,-0.2976,0,0,-0.00610352,0,0,0,
-0.0264,0.0344,-0.2824,-0.00610352,0,-0.00610352,0,0,0,
-0.0392,0.0208,-0.264,-0.00610352,0,-0.00610352,0,0,0,
-0.0616,0.0032,-0.2424,-0.00610352,0,-0.00610352,0,0,0,
-0.0816,-0.0096,-0.212,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.1016,-0.024,-0.1752,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.1104,-0.028,-0.1392,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.116,-0.0304,-0.1064,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.1192,-0.04,-0.076,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.12,-0.04,-0.036,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.1168,-0.0456,0.0056,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.1096,-0.0576,0.036,-0.00610352,-0.00610352,0,0,0,0,
-0.1048,-0.0672,0.0656,-0.00610352,-0.00610352,0,0,0,0,
-0.0992,-0.0728,0.0968,-0.00610352,-0.00610352,0,0,0,0,
-0.0928,-0.084,0.1256,-0.00610352,-0.00610352,0,0,0,0,
-0.0832,-0.0912,0.1504,-0.00610352,-0.00610352,0,0,0,0,
-0.0736,-0.0984,0.1632,-0.00610352,-0.00610352,0,0,0,0,
-0.0672,-0.0992,0.1752,-0.00610352,-0.00610352,0,0,0,0,
-0.052,-0.0936,0.188,-0.00610352,-0.00610352,0,0,0,0,
-0.0384,-0.0928,0.2096,-0.00610352,-0.00610352,0,0,0,0,
-0.0288,-0.0904,0.224,-0.00610352,-0.00610352,0,0,0,0,
-0.02,-0.0888,0.2208,-0.00610352,-0.00610352,0,0,0,0,
-0.0048,-0.0848,0.212,-0.00610352,-0.00610352,0,0,0,0,
0.0024,-0.0832,0.204,-0.00610352,-0.00610352,0,0,0,0,
0.0096,-0.0752,0.1952,0,-0.00610352,0,0,0,0,
0.0128,-0.0656,0.1848,0,-0.00610352,0,0,0,0,
0.0208,-0.0544,0.168,0,-0.00610352,0,0,0,0,
0.0272,-0.0448,0.1472,0,-0.00610352,0,0,0,0,
0.032,-0.0344,0.1312,0,-0.00610352,0,0,0,0,
0.0384,-0.0184,0.1128,0,-0.00610352,0,0,0,0,
0.044,-0.0032,0.0976,0,-0.00610352,0,0,0,0,
0.0536,0.0072,0.0816,0,0,0,0,0,0,
0.0592,0.0208,0.0664,0,0,0,0,0,0,
0.0648,0.0368,0.0488,0,0,0,0,0,0,
0.0664,0.0512,0.0336,0,0,0,0,0,0,
0.0744,0.0664,0.0264,0,0,0,0,0,0,
0.0824,0.0776,0.0168,0,0,0,0,0,0,
0.0864,0.0832,0.008,0,0,0,0,0,0,
0.088,0.0904,0.0064,0,0,0,0,0,0,
0.0936,0.096,0.0064,0,0,0,0,0,0,
0.0952,0.092,-0.0008,0,0,0,0,0,0,
0.0928,0.0896,-0.0112,0,0,-0.00610352,0,0,0,
0.0944,0.088,-0.0144,0,0,-0.00610352,0,0,0,
0.088,0.076,-0.0168,0,0,-0.00610352,0,0,0,
0.0848,0.068,-0.0184,0,0,-0.00610352,0,0,0,
0.0848,0.0616,-0.0184,0,0,-0.00610352,0,0,0,
0.08,0.0496,-0.0168,0,0,-0.00610352,0,0,0,
0.0752,0.04,-0.0136,0,0,-0.00610352,0,0,0,
0.0696,0.032,-0.0104,0,0,-0.00610352,0,0,0,
0.0688,0.0192,-0.0064,0,0,-0.00610352,0,0,0,
0.0656,0.0072,-0.0016,0,0,-0.00610352,0,0,0,
0.06,-0.0016,0.0048,0,0,0,0,0,0,
0.0576,-0.0088,0.0088,0,-0.00610352,0,0,0,0,
0.0496,-0.0168,0.0136,0,-0.00610352,0,0,0,0,
0.0408,-0.0264,0.0136,0,-0.00610352,0,0,0,0,
0.0352,-0.0328,0.0144,0,-0.00610352,0,0,0,0,
0.028,-0.0392,0.0136,0,-0.00610352,0,0,0,0,
0.0176,-0.0384,0.016,0,-0.00610352,0,0,0,0,
0.0128,-0.0344,0.0168,0,-0.00610352,0,0,0,0,
0.0016,-0.0352,0.0176,0,-0.00610352,0,0,0,0,
-0.0048,-0.028,0.0136,-0.00610352,-0.00610352,0,0,0,0,
-0.0128,-0.0216,0.0128,-0.00610352,-0.00610352,0,0,0,0,
-0.0232,-0.0176,0.0088,-0.00610352,-0.00610352,0,0,0,0,
-0.0312,-0.008,0.004,-0.00610352,-0.00610352,0,0,0,0,
-0.0376,0.0032,-0.0016,-0.00610352,-0.00610352,0,0,0,0,
-0.0464,0.012,-0.0064,-0.00610352,0,-0.00610352,0,0,0,
-0.0536,0.02,-0.0112,-0.00610352,0,-0.00610352,0,0,0,
-0.06,0.028,-0.0168,-0.00610352,0,-0.00610352,0,0,0,
-0.0624,0.036,-0.0208,-0.00610352,0,-0.00610352,0,0,0,
-0.0672,0.0448,-0.0224,-0.00610352,0,-0.00610352,0,0,0,
-0.072,0.0496,-0.0272,-0.00610352,0,-0.00610352,0,0,0,
-0.0744,0.0544,-0.032,-0.00610352,0,-0.00610352,0,0,0,
-0.0744,0.056,-0.0392,-0.00610352,0,-0.00610352,0,0,0,
-0.0744,0.0576,-0.0392,-0.00610352,0,-0.00610352,0,0,0,
-0.0736,0.0584,-0.0392,-0.00610352,0,-0.00610352,0,0,0,
-0.072,0.0536,-0.0384,-0.00610352,0,-0.00610352,0,0,0,
-0.0696,0.048,-0.0384,-0.00610352,0,-0.00610352,0,0,0,
-0.0664,0.0424,-0.0368,-0.00610352,0,-0.00610352,0,0,0,
-0.0632,0.0336,-0.0368,-0.00610352,0,-0.00610352,0,0,0,
-0.0576,0.0264,-0.032,-0.00610352,0,-0.00610352,0,0,0,
-0.0576,0.0192,-0.0272,-0.00610352,0,-0.00610352,0,0,0,
-0.0512,0.0112,-0.0208,-0.00610352,0,-0.00610352,0,0,0,
-0.0432,0.0032,-0.016,-0.00610352,0,-0.00610352,0,0,0,
-0.0376,-0.008,-0.012,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.0304,-0.02,-0.0056,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.0232,-0.028,-0.0016,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.0184,-0.0344,0.0048,-0.00610352,-0.00610352,0,0,0,0,
-0.0112,-0.0416,0.0096,-0.00610352,-0.00610352,0,0,0,0,
-0.0072,-0.0496,0.0152,-0.00610352,-0.00610352,0,0,0,0,
0.0032,-0.056,0.0192,-0.00610352,-0.00610352,0,0,0,0,
0.0096,-0.0584,0.0208,0,-0.00610352,0,0,0,0,
0.0232,-0.0656,0.0272,0,-0.00610352,0,0,0,0,
0.028,-0.0672,0.0304,0,-0.00610352,0,0,0,0,
0.0336,-0.0632,0.032,0,-0.00610352,0,0,0,0,
0.036,-0.0616,0.032,0,-0.00610352,0,0,0,0,
0.0408,-0.06,0.0304,0,-0.00610352,0,0,0,0,
0.0472,-0.0584,0.0296,0,-0.00610352,0,0,0,0,
0.0504,-0.0552,0.0264,0,-0.00610352,0,0,0,0,
0.0536,-0.0512,0.0248,0,-0.00610352,0,0,0,0,
0.0544,-0.048,0.0176,0,-0.00610352,0,0,0,0,
0.0544,-0.0432,0.0136,0,-0.00610352,0,0,0,0,
0.0536,-0.0368,0.012,0,-0.00610352,0,0,0,0,
0.0544,-0.032,0.0072,0,-0.00610352,0,0,0,0,
0.0576,-0.0264,0.0032,0,-0.00610352,0,0,0,0,
0.0552,-0.0216,-0.0016,0,-0.00610352,0,0,0,0,
0.0488,-0.0176,-0.0056,0,-0.00610352,-0.00610352,0,0,0,
0.0456,-0.012,-0.0104,0,-0.00610352,-0.00610352,0,0,0,
0.0448,-0.0096,-0.012,0,-0.00610352,-0.00610352,0,0,0,
0.0416,-0.0064,-0.016,0,-0.00610352,-0.00610352,0,0,0,
0.04,-0.0024,-0.0184,0,-0.00610352,-0.00610352,0,0,0,
0.0368,-0.0008,-0.0208,0,-0.00610352,-0.00610352,0,0,0,
0.0344,-0.0008,-0.0232,0,-0.00610352,-0.00610352,0,0,0,
0.0312,0,-0.024,0,-0.00610352,-0.00610352,0,0,0,
0.0256,-0.0016,-0.0256,0,-0.00610352,-0.00610352,0,0,0,
0.0208,-0.0008,-0.0248,0,-0.00610352,-0.00610352,0,0,0,
0.0192,-0.0048,-0.0232,0,-0.00610352,-0.00610352,0,0,0,
0.0128,-0.0056,-0.0208,0,-0.00610352,-0.00610352,0,0,0,
0.0096,-0.0072,-0.0176,0,-0.00610352,-0.00610352,0,0,0,
0.0032,-0.008,-0.0136,0,-0.00610352,-0.00610352,0,0,0,
0.0008,-0.0096,-0.012,0,-0.00610352,-0.00610352,0,0,0,
0,-0.0112,-0.004,0,-0.00610352,-0.00610352,0,0,0,
0,-0.012,0.0008,0,-0.00610352,-0.00610352,0,0,0,
-0.0032,-0.0168,0.0072,-0.00610352,-0.00610352,0,0,0,0,
-0.0056,-0.016,0.0096,-0.00610352,-0.00610352,0,0,0,0,
-0.0096,-0.0192,0.0136,-0.00610352,-0.00610352,0,0,0,0,
-0.0136,-0.0192,0.02,-0.00610352,-0.00610352,0,0,0,0,
-0.0168,-0.0176,0.024,-0.00610352,-0.00610352,0,0,0,0,
-0.0192,-0.0176,0.0248,-0.00610352,-0.00610352,0,0,0,0,
-0.0216,-0.0168,0.0288,-0.00610352,-0.00610352,0,0,0,0,
-0.024,-0.016,0.028,-0.00610352,-0.00610352,0,0,0,0,
-0.028,-0.0168,0.0288,-0.00610352,-0.00610352,0,0,0,0,
-0.0312,-0.016,0.0288,-0.00610352,-0.00610352,0,0,0,0,
-0.032,-0.0144,0.0296,-0.00610352,-0.00610352,0,0,0,0,
-0.0344,-0.0128,0.0304,-0.00610352,-0.00610352,0,0,0,0,
-0.0336,-0.012,0.0248,-0.00610352,-0.00610352,0,0,0,0,
-0.0336,-0.0136,0.0232,-0.00610352,-0.00610352,0,0,0,0,
-0.0352,-0.012,0.0224,-0.00610352,-0.00610352,0,0,0,0,
-0.0344,-0.0096,0.0176,-0.00610352,-0.00610352,0,0,0,0,
-0.0344,-0.0096,0.0128,-0.00610352,-0.00610352,0,0,0,0,
-0.0336,-0.0088,0.0088,-0.00610352,-0.00610352,0,0,0,0,
-0.0328,-0.0056,0.0064,-0.00610352,-0.00610352,0,0,0,0,
-0.0272,-0.0056,0.0048,-0.00610352,-0.00610352,0,0,0,0,
-0.024,-0.0048,0.0008,-0.00610352,-0.00610352,0,0,0,0,
-0.0224,0.0008,0.0016,-0.00610352,-0.00610352,0,0,0,0,
-0.02,0,-0.0024,-0.00610352,0,-0.00610352,0,0,0,
-0.0176,-0.0008,-0.0056,-0.00610352,0,-0.00610352,0,0,0,
-0.0104,0.0032,-0.008,-0.00610352,0,-0.00610352,0,0,0,
-0.0072,0.0056,-0.0104,-0.00610352,0,-0.00610352,0,0,0,
-0.0032,0.0056,-0.0096,-0.00610352,0,-0.00610352,0,0,0,
-0.0032,0.008,-0.0096,-0.00610352,0,-0.00610352,0,0,0,
0.0016,0.0112,-0.0104,-0.00610352,0,-0.00610352,0,0,0,
0.0064,0.0112,-0.012,0,0,-0.00610352,0,0,0,
0.008,0.0104,-0.012,0,0,-0.00610352,0,0,0,
0.0128,0.0104,-0.012,0,0,-0.00610352,0,0,0,
0.0128,0.0136,-0.0112,0,0,-0.00610352,0,0,0,
0.016,0.0152,-0.0112,0,0,-0.00610352,0,0,0,
0.0176,0.016,-0.0136,0,0,-0.00610352,0,0,0,
0.0192,0.016,-0.0144,0,0,-0.00610352,0,0,0,
0.02,0.0176,-0.0128,0,0,-0.00610352,0,0,0,
0.0192,0.0176,-0.0128,0,0,-0.00610352,0,0,0,
0.0224,0.0208,-0.0112,0,0,-0.00610352,0,0,0,
0.0216,0.02,-0.012,0,0,-0.00610352,0,0,0,
0.0192,0.02,-0.012,0,0,-0.00610352,0,0,0,
0.0184,0.0176,-0.0112,0,0,-0.00610352,0,0,0,
0.0192,0.016,-0.012,0,0,-0.00610352,0,0,0,
0.0184,0.0128,-0.0152,0,0,-0.00610352,0,0,0,
0.0184,0.012,-0.0168,0,0,-0.00610352,0,0,0,
0.0184,0.0128,-0.0168,0,0,-0.00610352,0,0,0,
0.0176,0.0112,-0.0136,0,0,-0.00610352,0,0,0,
0.0144,0.0112,-0.0152,0,0,-0.00610352,0,0,0,
0.0152,0.0112,-0.0144,0,0,-0.00610352,0,0,0,
0.0144,0.012,-0.0144,0,0,-0.00610352,0,0,0,
0.0136,0.0096,-0.0144,0,0,-0.00610352,0,0,0,
0.0104,0.0104,-0.0144,0,0,-0.00610352,0,0,0,
0.008,0.0096,-0.0112,0,0,-0.00610352,0,0,0,
0.008,0.008,-0.0112,0,0,-0.00610352,0,0,0,
0.0064,0.008,-0.0088,0,0,-0.00610352,0,0,0,
0.0032,0.0088,-0.0064,0,0,-0.00610352,0,0,0,
0.0024,0.0112,-0.0056,0,0,-0.00610352,0,0,0,
0.0016,0.0104,-0.0056,0,0,-0.00610352,0,0,0,
0,0.0072,-0.004,0,0,-0.00610352,0,0,0,
0.0008,0.0064,-0.0032,0,0,-0.00610352,0,0,0,
0.0024,0.0096,-0.0008,0,0,-0.00610352,0,0,0,
-0.0016,0.0104,0.0024,0,0,0,0,0,0,
-0.0024,0.0136,0.0032,-0.00610352,0,0,0,0,0,
-0.0016,0.0216,0.004,-0.00610352,0,0,0,0,0,
0,0.0256,0.0072,-0.00610352,0,0,0,0,0,
0.0024,0.0264,0.0112,0,0,0,0,0,0,
0.004,0.0272,0.012,0,0,0,0,0,0,
0.0056,0.032,0.0136,0,0,0,0,0,0,
0.0048,0.0336,0.0168,0,0,0,0,0,0,
0.0016,0.032,0.0136,0,0,0,0,0,0,
0.0032,0.0328,0.0144,0,0,0,0,0,0,
0.004,0.032,0.0168,0,0,0,0,0,0,
0.004,0.0248,0.016,0,0,0,0,0,0,
-0.0016,0.0224,0.016,0,0,0,0,0,0,
-0.0016,0.0192,0.0136,-0.00610352,0,0,0,0,0,
-0.0032,0.0152,0.0096,-0.00610352,0,0,0,0,0,
-0.004,0.0112,0.0072,-0.00610352,0,0,0,0,0,
-0.0064,0.0136,0.0048,-0.00610352,0,0,0,0,0,
-0.0104,0.0104,0.004,-0.00610352,0,0,0,0,0,
-0.0112,0.0056,0.0056,-0.00610352,0,0,0,0,0,
-0.0144,0.004,0.0024,-0.00610352,0,0,0,0,0,
-0.0184,0.004,-0.0008,-0.00610352,0,0,0,0,0,
-0.0184,0.0072,-0.0016,-0.00610352,0,-0.00610352,0,0,0,
-0.0192,0.0032,-0.0048,-0.00610352,0,-0.00610352,0,0,0,
-0.0192,0,-0.0088,-0.00610352,0,-0.00610352,0,0,0,
-0.0208,-0.0056,-0.0096,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.0256,-0.0032,-0.0088,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.028,-0.008,-0.0112,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.0296,-0.0144,-0.0192,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.0296,-0.0136,-0.02,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.0304,-0.0152,-0.02,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.0304,-0.0216,-0.0224,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.032,-0.0232,-0.0264,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.0312,-0.024,-0.0288,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.0312,-0.0232,-0.0264,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.0312,-0.02,-0.0288,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.0296,-0.0176,-0.0288,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.0312,-0.0192,-0.0312,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.0312,-0.0168,-0.0312,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.0288,-0.0176,-0.0296,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.0272,-0.0144,-0.0296,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.024,-0.0072,-0.0288,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.0224,-0.0048,-0.0288,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.02,-0.0088,-0.0296,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.0192,-0.0104,-0.0304,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.0168,-0.0112,-0.0312,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.0152,-0.0152,-0.0336,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.0144,-0.0168,-0.0344,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.0112,-0.0144,-0.0352,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.0136,-0.0192,-0.0368,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.0128,-0.02,-0.0384,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.0104,-0.0232,-0.0368,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.0096,-0.0232,-0.0376,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.008,-0.0192,-0.0376,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.0064,-0.004,-0.032,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.0008,-0.0064,-0.0328,-0.00610352,-0.00610352,-0.00610352,0,0,0,
0.0008,-0.0032,-0.0328,0,-0.00610352,-0.00610352,0,0,0,
0.004,-0.0048,-0.032,0,-0.00610352,-0.00610352,0,0,0,
0.0064,-0.0048,-0.024,0,-0.00610352,-0.00610352,0,0,0,
0.0064,-0.0088,-0.024,0,-0.00610352,-0.00610352,0,0,0,
0.0064,-0.0064,-0.0232,0,-0.00610352,-0.00610352,0,0,0,
0.0072,-0.0112,-0.0224,0,-0.00610352,-0.00610352,0,0,0,
0.0072,-0.0152,-0.0208,0,-0.00610352,-0.00610352,0,0,0,
0.0104,-0.016,-0.028,0,-0.00610352,-0.00610352,0,0,0,
0.0104,-0.0232,-0.0392,0,-0.00610352,-0.00610352,0,0,0,
0.0056,-0.0256,-0.0496,0,-0.00610352,-0.00610352,0,0,0,
0.0048,-0.0312,-0.0544,0,-0.00610352,-0.00610352,0,0,0,
-0.0008,-0.0368,-0.0376,0,-0.00610352,-0.00610352,0,0,0,
-0.0064,-0.0376,-0.0264,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.0056,-0.0352,-0.0184,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.0064,-0.0368,-0.0096,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.008,-0.032,-0.0016,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.008,-0.036,-0.0016,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.008,-0.036,0.0016,-0.00610352,-0.00610352,0,0,0,0,
-0.0104,-0.0328,0.0048,-0.00610352,-0.00610352,0,0,0,0,
-0.0096,-0.0336,0.008,-0.00610352,-0.00610352,0,0,0,0,
-0.0088,-0.0296,0.008,-0.00610352,-0.00610352,0,0,0,0,
-0.0088,-0.0296,0.0072,-0.00610352,-0.00610352,0,0,0,0,
-0.0096,-0.0272,0.0104,-0.00610352,-0.00610352,0,0,0,0,
-0.0088,-0.0248,0.0128,-0.00610352,-0.00610352,0,0,0,0,
-0.008,-0.024,0.016,-0.00610352,-0.00610352,0,0,0,0,
-0.008,-0.024,0.0176,-0.00610352,-0.00610352,0,0,0,0,
-0.0096,-0.0168,0.0192,-0.00610352,-0.00610352,0,0,0,0,
-0.0088,-0.0112,0.0232,-0.00610352,-0.00610352,0,0,0,0,
-0.0072,-0.0064,0.0248,-0.00610352,-0.00610352,0,0,0,0,
-0.0048,0.0016,0.0256,-0.00610352,-0.00610352,0,0,0,0,
-0.0016,0.004,0.028,-0.00610352,0,0,0,0,0,
-0.0016,0.008,0.028,-0.00610352,0,0,0,0,0,
-0.0008,0.008,0.028,-0.00610352,0,0,0,0,0,
0.0016,0.0136,0.0288,0,0,0,0,0,0,
0.0032,0.0144,0.028,0,0,0,0,0,0,
0.0032,0.0136,0.0264,0,0,0,0,0,0,
0.0032,0.0112,0.0256,0,0,0,0,0,0,
0.004,0.0152,0.0248,0,0,0,0,0,0,
0.004,0.0184,0.0248,0,0,0,0,0,0,
0.0048,0.0192,0.0256,0,0,0,0,0,0,
0.0024,0.0176,0.024,0,0,0,0,0,0,
0.0048,0.0184,0.0224,0,0,0,0,0,0,
0.0032,0.0192,0.0216,0,0,0,0,0,0,
0.0032,0.0216,0.0232,0,0,0,0,0,0,
0.0032,0.0232,0.0216,0,0,0,0,0,0,
0.004,0.0248,0.0192,0,0,0,0,0,0,
0.0056,0.0272,0.0208,0,0,0,0,0,0,
0.0032,0.0248,0.0216,0,0,0,0,0,0,
0.004,0.0224,0.0168,0,0,0,0,0,0,
0.0056,0.0232,0.0168,0,0,0,0,0,0,
0.0032,0.0224,0.0168,0,0,0,0,0,0,
0.0008,0.024,0.0152,0,0,0,0,0,0,
0.0008,0.0248,0.0144,0,0,0,0,0,0,
-0.0008,0.0224,0.0184,0,0,0,0,0,0,
-0.0016,0.02,0.0192,-0.00610352,0,0,0,0,0,
-0.0016,0.0232,0.0208,-0.00610352,0,0,0,0,0,
-0.0032,0.028,0.0208,-0.00610352,0,0,0,0,0,
-0.0032,0.0248,0.02,-0.00610352,0,0,0,0,0,
0,0.032,0.02,-0.00610352,0,0,0,0,0,
-0.0008,0.04,0.0224,0,0,0,0,0,0,
-0.0032,0.04,0.0256,-0.00610352,0,0,0,0,0,
-0.004,0.0448,0.0264,-0.00610352,0,0,0,0,0,
-0.0024,0.0464,0.0288,-0.00610352,0,0,0,0,0,
-0.0024,0.0488,0.0328,-0.00610352,0,0,0,0,0,
0.0008,0.0512,0.0344,-0.00610352,0,0,0,0,0,
-0.0008,0.052,0.0336,0,0,0,0,0,0,
-0.0016,0.0512,0.0344,-0.00610352,0,0,0,0,0,
0.0016,0.0496,0.036,0,0,0,0,0,0,
-0.0016,0.048,0.0344,0,0,0,0,0,0,
-0.0016,0.0528,0.0336,-0.00610352,0,0,0,0,0,
-0.0032,0.0512,0.0328,-0.00610352,0,0,0,0,0,
-0.0008,0.0536,0.0344,-0.00610352,0,0,0,0,0,
-0.0032,0.0544,0.0336,-0.00610352,0,0,0,0,0,
-0.0016,0.0552,0.0328,-0.00610352,0,0,0,0,0,
-0.0016,0.0544,0.0328,-0.00610352,0,0,0,0,0,
-0.0024,0.0536,0.0296,-0.00610352,0,0,0,0,0,
-0.0024,0.0536,0.0296,-0.00610352,0,0,0,0,0,
-0.0024,0.0544,0.028,-0.00610352,0,0,0,0,0,
-0.0024,0.0528,0.0248,-0.00610352,0,0,0,0,0,
-0.0016,0.0536,0.0216,-0.00610352,0,0,0,0,0,
-0.0008,0.0568,0.0232,-0.00610352,0,0,0,0,0,
0.0008,0.056,0.0192,0,0,0,0,0,0,
0.0016,0.0536,0.0176,0,0,0,0,0,0,
0.0008,0.0552,0.0176,0,0,0,0,0,0,
0.0032,0.0544,0.016,0,0,0,0,0,0,
0,0.0528,0.0144,0,0,0,0,0,0,
0,0.0536,0.0136,0,0,0,0,0,0,
0.0008,0.052,0.0144,0,0,0,0,0,0,
0.0008,0.052,0.0144,0,0,0,0,0,0,
0.0008,0.0496,0.0112,0,0,0,0,0,0,
0.0008,0.0504,0.0136,0,0,0,0,0,0,
0.0016,0.0512,0.0168,0,0,0,0,0,0,
0.0048,0.0512,0.0152,0,0,0,0,0,0,
0.0032,0.0472,0.0152,0,0,0,0,0,0,
0.0056,0.0472,0.0176,0,0,0,0,0,0,
0.0064,0.0464,0.0168,0,0,0,0,0,0,
0.004,0.0456,0.0152,0,0,0,0,0,0,
0.0048,0.0464,0.0152,0,0,0,0,0,0,
0.0064,0.0464,0.012,0,0,0,0,0,0,
0.0064,0.044,0.0144,0,0,0,0,0,0,
0.0064,0.0424,0.0152,0,0,0,0,0,0,
0.0072,0.0384,0.0152,0,0,0,0,0,0,
0.0072,0.0376,0.016,0,0,0,0,0,0,
0.0088,0.0344,0.0152,0,0,0,0,0,0,
